"STATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00451233","2019-10-21",,,,,"14.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","3.9",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2019-10-22",,,,,"94.7",",,7,0800","0.0",",,7,","0.0",",,7,","13.3",",,7","7.8",",,7","10.0",",,7,0800",,,,,,
"USC00451233","2019-10-23",,,,,"2.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","3.3",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2019-10-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","3.3",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2019-10-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.0",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2019-10-26",,,,,"26.2",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","3.3",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2019-10-27",,,,,"1.8",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2019-10-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2019-10-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-2.2",",,7","-2.2",",,7,0800",,,,,,
"USC00451233","2019-10-30",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","-2.2",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-10-31",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","-2.2",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-11-01",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-11-02",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","0.0",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2019-11-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","2.2",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2019-11-04",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2019-11-05",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-11-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2019-11-07",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","1.1",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2019-11-08",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.6",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2019-11-09",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","3.9",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2019-11-10",,,,,"10.7",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","6.1",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2019-11-11",,,,,"0.8",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","6.1",",,7","7.8",",,7,0800",,,,,,
"USC00451233","2019-11-12",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","5.6",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-11-13",,,,,"8.6",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-11-14",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","5.6",",,7","8.9",",,7,0800",,,,,,
"USC00451233","2019-11-15",,,,,"5.1",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-11-16",,,,,"10.2",",,7,0800","0.0",",,7,","0.0",",,7,","10.0",",,7","5.0",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-11-17",,,,,"8.9",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","5.6",",,7","8.3",",,7,0800",,,,,,
"USC00451233","2019-11-18",,,,,"13.7",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","4.4",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2019-11-19",,,,,"21.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","4.4",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-11-20",,,,,"4.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2019-11-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-11-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","-1.1",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2019-11-23",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-11-24",,,,,"29.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","1.7",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2019-11-25",,,,,"13.2",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2019-11-26",,,,,"4.6",",,7,0800","0.0","T,,7,","0.0","T,,7,","1.7",",,7","-1.1",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2019-11-27",,,,,"0.0",",,7,0800","0.0",",,7,","0.0","T,,7,","0.6",",,7","-2.8",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2019-11-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0","T,,7,","0.0",",,7","-3.3",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2019-11-29",,,,,"0.0",",,7,0800","0.0",",,7,","0.0","T,,7,","0.6",",,7","-2.8",",,7","-2.2",",,7,0800",,,,,,
"USC00451233","2019-11-30",,,,,"0.0",",,7,0800","0.0",",,7,","0.0","T,,7,","0.0",",,7","-4.4",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2019-12-01",,,,,"0.3",",,7,0800","0.0","T,,7,","0.0","T,,7,","1.1",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2019-12-02",,,,,"0.8",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","-0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-12-03",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","1.7",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2019-12-04",,,,,"4.1",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","4.4",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2019-12-05",,,,,"12.4",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","3.3",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2019-12-06",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","3.3",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2019-12-07",,,,,"10.4",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","3.3",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2019-12-08",,,,,"8.1",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","3.9",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2019-12-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-12-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","-1.1",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-12-11",,,,,"8.9",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.6",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2019-12-12",,,,,"3.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","2.8",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2019-12-13",,,,,"34.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2019-12-14",,,,,"18.3",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2019-12-15",,,,,"5.3",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-12-16",,,,,"1.0",",,7,0800","0.0",",,7,","0.0",",,7,","1.7",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2019-12-17",,,,,"2.3",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-12-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.0",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2019-12-19",,,,,"12.7",",,7,0800","0.0","T,,7,","0.0","T,,7,","4.4",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2019-12-20",,,,,"78.0",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","0.6",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2019-12-21",,,,,"59.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","4.4",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2019-12-22",,,,,"8.4",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-12-23",,,,,"8.1",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2019-12-24",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","-1.7",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2019-12-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","0.6",",,7","-1.7",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2019-12-26",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","1.1",",,7","-2.2",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2019-12-27",,,,,"3.0",",,7,0800","10.0",",,7,","0.0","T,,7,","1.7",",,7","-2.2",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2019-12-28",,,,,"2.8",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-12-29",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","1.1",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2019-12-30",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2019-12-31",,,,,"6.9",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","1.7",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-01-01",,,,,"28.7",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","3.3",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2020-01-02",,,,,"13.0",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","0.0",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-01-03",,,,,"17.5",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","0.6",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2020-01-04",,,,,"20.6",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2020-01-05",,,,,"8.1",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-01-06",,,,,"24.4",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","-0.6",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-01-07",,,,,"61.5",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","3.9",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2020-01-08",,,,,"15.7",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","1.1",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-01-09",,,,,"10.9",",,7,0800","102.0",",,7,","102.0",",,7,","2.2",",,7","-3.9",",,7","-2.2",",,7,0800",,,,,,
"USC00451233","2020-01-10",,,,,"7.1",",,7,0800","64.0",",,7,","152.0",",,7,","-0.6",",,7","-3.3",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2020-01-11",,,,,"71.9",",,7,0800","23.0",",,7,","102.0",",,7,","2.8",",,7","-1.1",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-01-12",,,,,"34.3",",,7,0800","13.0",",,7,","76.0",",,7,","2.2",",,7","-0.6",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-01-13",,,,,"4.3",",,7,0800","0.0","T,,7,","102.0",",,7,","2.2",",,7","-2.8",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2020-01-14",,,,,"16.0",",,7,0800","183.0",",,7,","254.0",",,7,","-0.6",",,7","-6.1",",,7","-5.0",",,7,0800",,,,,,
"USC00451233","2020-01-15",,,,,"5.1",",,7,0800","51.0",",,7,","254.0",",,7,","-2.8",",,7","-6.1",",,7","-5.6",",,7,0800",,,,,,
"USC00451233","2020-01-16",,,,,"3.6",",,7,0800","46.0",",,7,","279.0",",,7,","-0.6",",,7","-5.6",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2020-01-17",,,,,"7.4",",,7,0800","89.0",",,7,","330.0",",,7,","-0.6",",,7","-3.3",",,7","-3.3",",,7,0800",,,,,,
"USC00451233","2020-01-18",,,,,"4.6",",,7,0800","61.0",",,7,","356.0",",,7,","0.6",",,7","-3.9",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-01-19",,,,,"0.0",",,7,0800","0.0",",,7,","229.0",",,7,","4.4",",,7","0.0",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-01-20",,,,,"0.0",",,7,0800","0.0",",,7,","51.0",",,7,","7.2",",,7","4.4",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2020-01-21",,,,,"5.1",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","2.2",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2020-01-22",,,,,"17.3",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","1.7",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-01-23",,,,,"48.5",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","1.7",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-01-24",,,,,"38.4",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","4.4",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-01-25",,,,,"32.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","3.3",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-01-26",,,,,"12.2",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","3.3",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2020-01-27",,,,,"13.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2020-01-28",,,,,"33.0",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","1.7",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-01-29",,,,,"6.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-01-30",,,,,"16.5",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-01-31",,,,,"36.1",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","0.0",",,7","6.1",",,7,0800",,,,,,
"USC00451233","2020-02-01",,,,,"71.6",",,7,0800","0.0",",,7,","0.0",",,7,","11.7",",,7","5.6",",,7","7.2",",,7,0800",,,,,,
"USC00451233","2020-02-02",,,,,"13.0",",,7,0800","64.0",",,7,","51.0",",,7,","7.8",",,7","-2.2",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2020-02-03",,,,,"5.3",",,7,0800","56.0",",,7,","102.0",",,7,","0.6",",,7","-2.2",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2020-02-04",,,,,"0.0",",,7,0800","0.0",",,7,","102.0",",,7,","0.0",",,7","-3.9",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2020-02-05",,,,,"69.9",",,7,0800","30.0",",,7,","127.0",",,7,","1.7",",,7","-3.3",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-02-06",,,,,"91.9",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","-2.8",",,7","4.4",",,7,0800",,,,,,
"USC00451233","2020-02-07",,,,,"80.8",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","3.9",",,7","6.7",",,7,0800",,,,,,
"USC00451233","2020-02-08",,,,,"55.4",",,7,0800","0.0",",,7,","0.0",",,7,",,,,,,,,,,,,
"USC00451233","2020-02-09",,,,,"15.2",",,7,0800","0.0",",,7,","0.0",",,7,",,,,,"0.0",",,7,0800",,,,,,
"USC00451233","2020-02-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-02-11",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-02-12",,,,,"9.7",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2020-02-13",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-02-14",,,,,"6.6",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-02-15",,,,,"11.2",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-02-16",,,,,"16.5",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-02-17",,,,,"3.0",",,7,0800","0.0","T,,7,","0.0","T,,7,","2.8",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-02-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","-3.3",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2020-02-19",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","2.2",",,7","-3.3",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-02-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","1.1",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2020-02-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-02-22",,,,,"0.0","T,,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-02-23",,,,,"10.7",",,7,0800","0.0","T,,7,","0.0","T,,7,","4.4",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-02-24",,,,,"9.7",",,7,0800","0.0",",,7,","0.0",",,7,","2.8",",,7","0.0",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-02-25",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-1.7",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2020-02-26",,,,,"1.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","-1.1",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-02-27",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","0.0",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-02-28",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","10.6",",,7","1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-02-29",,,,,"20.3",",,7,0800","3.0",",,7,","0.0","T,,7,","8.9",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-03-01",,,,,"7.6",",,7,0800","38.0",",,7,","51.0",",,7,","3.3",",,7","-1.1",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2020-03-02",,,,,"4.6",",,7,0800","5.0",",,7,","0.0","T,,7,","2.2",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-03-03",,,,,"24.9",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-0.6",",,7","5.0",",,7,0800",,,,,,
"USC00451233","2020-03-04",,,,,"16.3",",,7,0800","0.0",",,7,","0.0",",,7,","7.2",",,7","1.7",",,7","2.2",",,7,0800",,,,,,
"USC00451233","2020-03-05",,,,,"0.3",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","0.6",",,7","5.6",",,7,0800",,,,,,
"USC00451233","2020-03-06",,,,,"11.2",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-03-07",,,,,"6.1",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","0.0",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-03-08",,,,,"4.6",",,7,0800","3.0",",,7,","0.0","T,,7,","2.8",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-03-09",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","-2.8",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2020-03-10",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.6",",,7","-2.8",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-03-11",,,,,"2.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","0.0",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2020-03-12",,,,,"6.1",",,7,0800","0.0",",,7,","0.0",",,7,","3.9",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-03-13",,,,,"0.8",",,7,0800","10.0",",,7,","0.0","T,,7,","6.1",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-03-14",,,,,"9.7",",,7,0800","18.0",",,7,","25.0",",,7,","0.0",",,7","-2.8",",,7","-2.8",",,7,0800",,,,,,
"USC00451233","2020-03-15",,,,,,,"58.0",",,7,","76.0",",,7,","1.7",",,7","-3.9",",,7","-2.2",",,7,0800",,,,,,
"USC00451233","2020-03-16",,,,,"0.0",",,7,0800","0.0",",,7,","51.0",",,7,","3.9",",,7","-2.2",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2020-03-17",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","-1.7",",,7","-1.1",",,7,0800",,,,,,
"USC00451233","2020-03-18",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.3",",,7","-1.7",",,7","-1.7",",,7,0800",,,,,,
"USC00451233","2020-03-19",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","8.9",",,7","-2.2",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-03-20",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","11.1",",,7","0.0",",,7","0.0",",,7,0800",,,,,,
"USC00451233","2020-03-21",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","12.8",",,7","-0.6",",,7","2.8",",,7,0800",,,,,,
"USC00451233","2020-03-22",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","9.4",",,7","0.0",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-03-23",,,,,"5.6",",,7,0800","0.0",",,7,","0.0",",,7,","12.2",",,7","1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-03-24",,,,,"20.8",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-03-25",,,,,"7.6",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-03-26",,,,,"10.9",",,7,0800","5.0",",,7,","0.0","T,,7,","3.9",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-03-27",,,,,"3.3",",,7,0800","0.0",",,7,","0.0",",,7,","4.4",",,7","0.6",",,7","1.7",",,7,0800",,,,,,
"USC00451233","2020-03-28",,,,,"14.0",",,7,0800","0.0",",,7,","0.0",",,7,","5.0",",,7","1.7",",,7","3.9",",,7,0800",,,,,,
"USC00451233","2020-03-29",,,,,"38.6",",,7,0800","0.0",",,7,","0.0",",,7,","6.7",",,7","2.8",",,7","3.3",",,7,0800",,,,,,
"USC00451233","2020-03-30",,,,,"25.9",",,7,0800","0.0",",,7,","0.0",",,7,","6.1",",,7","0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-03-31",,,,,"20.6",",,7,0800","0.0",",,7,","0.0",",,7,","3.3",",,7","0.0",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-04-01",,,,,"5.6",",,7,0800","5.0",",,7,","0.0","T,,7,","5.0",",,7","-0.6",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-04-02",,,,,"1.0",",,7,0800","5.0",",,7,","0.0","T,,7,","4.4",",,7","-1.1",",,7","-0.6",",,7,0800",,,,,,
"USC00451233","2020-04-03",,,,,"8.6",",,7,0800","5.0",",,7,","0.0","T,,7,","4.4",",,7","-0.6",",,7","0.6",",,7,0800",,,,,,
"USC00451233","2020-04-04",,,,,"1.8",",,7,0800","3.0",",,7,","0.0","T,,7,","2.8",",,7","-1.1",",,7","1.1",",,7,0800",,,,,,
"USC00451233","2020-04-05",,,,,"0.0",",,7,0800","0.0",",,7,","0.0",",,7,","7.8",",,7","0.6",",,7","4.4",",,7,0800",,,,,,
